r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,744088,51904,493640,0,0,0,0,118,154,0,1,99,0,0,0 2025-10-22
0,0,0,744088,51904,493640,0,0,0,0,134,161,0,1,99,0,0,0 2025-10-22
0,0,0,744340,51904,493640,0,0,0,0,134,149,0,1,99,0,0,0 2025-10-22
0,0,0,744340,51904,493640,0,0,0,0,224,219,1,1,99,0,0,0 2025-10-22
0,0,0,744592,51904,493640,0,0,0,0,137,157,0,1,99,0,0,0 2025-10-22
0,0,0,744592,51904,493644,0,0,0,0,134,164,0,1,99,0,0,0 2025-10-22
0,0,0,744592,51904,493644,0,0,0,40,145,185,1,1,98,0,0,0 2025-10-22
0,0,0,744592,51912,493644,0,0,0,12,153,167,1,1,99,0,0,0 2025-10-22
0,0,0,744844,51912,493644,0,0,0,0,129,160,0,1,99,0,0,0 2025-10-22
0,0,0,744844,51912,493644,0,0,0,0,135,158,1,1,99,0,0,0 2025-10-22
0,0,0,745600,51912,493644,0,0,0,4,141,158,0,1,99,0,0,0 2025-10-22
0,0,0,745348,51912,493644,0,0,0,0,130,159,0,1,99,0,0,0 2025-10-22
1,0,0,745348,51912,493644,0,0,0,0,129,152,1,1,99,0,0,0 2025-10-22
0,0,0,745852,51912,493644,0,0,0,0,131,159,1,1,99,0,0,0 2025-10-22
0,0,0,745852,51912,493644,0,0,0,0,121,152,0,1,99,0,0,0 2025-10-22
0,0,0,746104,51912,493644,0,0,0,0,116,155,1,0,99,0,0,0 2025-10-22
0,0,0,745852,51912,493644,0,0,0,0,129,159,0,1,99,0,0,0 2025-10-22
0,0,0,745852,51912,493644,0,0,0,0,145,161,1,1,99,0,0,0 2025-10-22
0,0,0,746104,51912,493644,0,0,0,0,225,218,1,1,99,0,0,0 2025-10-22
0,0,0,746608,51912,493644,0,0,0,0,137,158,1,1,99,0,0,0 2025-10-22
0,0,0,746104,51920,493636,0,0,0,6,153,172,1,1,98,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,745600,51920,493644,0,0,0,0,147,170,0,1,99,0,0,0 2025-10-22
0,0,0,745096,51920,493644,0,0,0,0,147,169,0,1,99,0,0,0 2025-10-22
0,0,0,745096,51920,493644,0,0,0,2,142,166,1,1,99,0,0,0 2025-10-22
0,0,0,745348,51920,493644,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22
0,0,0,746104,51920,493644,0,0,0,0,128,159,1,1,99,0,0,0 2025-10-22
0,0,0,746104,51920,493644,0,0,0,0,132,161,1,1,99,0,0,0 2025-10-22
0,0,0,746356,51920,493644,0,0,0,0,138,167,0,1,99,0,0,0 2025-10-22
1,0,0,746860,51920,493644,0,0,0,0,123,153,0,1,99,0,0,0 2025-10-22
0,0,0,747112,51920,493644,0,0,0,0,133,160,0,1,99,0,0,0 2025-10-22
0,0,0,747112,51920,493644,0,0,0,0,126,152,1,1,99,0,0,0 2025-10-22
0,0,0,747112,51920,493644,0,0,0,0,140,166,0,1,99,0,0,0 2025-10-22
0,0,0,747112,51920,493644,0,0,0,0,132,155,0,1,99,0,0,0 2025-10-22
0,0,0,747112,51920,493644,0,0,0,0,214,228,0,1,99,0,0,0 2025-10-22
1,0,0,747364,51920,493644,0,0,0,0,137,164,1,1,99,0,0,0 2025-10-22
0,0,0,747868,51920,493644,0,0,0,0,130,155,0,1,99,0,0,0 2025-10-22
0,0,0,747616,51920,493644,0,0,0,0,140,177,1,1,98,0,0,0 2025-10-22
0,0,0,747868,51920,493644,0,0,0,0,149,170,0,1,99,0,0,0 2025-10-22
0,0,0,747868,51920,493644,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22
0,0,0,747364,51920,493644,0,0,0,0,128,159,1,1,99,0,0,0 2025-10-22
0,0,0,747112,51920,493644,0,0,0,0,133,151,1,1,99,0,0,0 2025-10-22
0,0,0,746608,51920,493644,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,746104,51920,493644,0,0,0,0,137,157,1,1,99,0,0,0 2025-10-22
0,0,0,745852,51920,493644,0,0,0,0,123,153,0,1,99,0,0,0 2025-10-22
0,0,0,745348,51920,493644,0,0,0,0,134,154,0,1,99,0,0,0 2025-10-22
0,0,0,745096,51920,493644,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22
0,0,0,744592,51920,493644,0,0,0,0,136,159,1,1,99,0,0,0 2025-10-22
0,0,0,744088,51920,493644,0,0,0,0,127,159,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51920,493644,0,0,0,0,213,217,0,1,99,0,0,0 2025-10-22
0,0,0,743584,51920,493644,0,0,0,0,130,160,0,1,99,0,0,0 2025-10-22
0,0,0,743080,51920,493644,0,0,0,0,134,155,0,1,99,0,0,0 2025-10-22
0,0,0,742828,51928,493644,0,0,0,6,127,155,0,1,99,0,0,0 2025-10-22
0,0,0,742576,51928,493644,0,0,0,0,139,161,0,1,99,0,0,0 2025-10-22
0,0,0,742324,51928,493644,0,0,0,2,140,168,1,1,99,0,0,0 2025-10-22
0,0,0,742576,51928,493644,0,0,0,0,130,157,0,1,99,0,0,0 2025-10-22
0,0,0,742828,51928,493644,0,0,0,0,129,154,1,1,99,0,0,0 2025-10-22
0,0,0,742828,51928,493644,0,0,0,0,133,158,1,1,99,0,0,0 2025-10-22
0,0,0,743080,51928,493644,0,0,0,0,137,152,1,1,99,0,0,0 2025-10-22
0,0,0,743080,51928,493644,0,0,0,0,130,160,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51928,493644,0,0,0,0,138,160,0,1,99,0,0,0 2025-10-22
0,0,0,743584,51928,493644,0,0,0,0,128,150,0,1,99,0,0,0 2025-10-22
0,0,0,743332,51928,493644,0,0,0,0,130,160,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51928,493648,0,0,0,0,121,154,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,743584,51928,493648,0,0,0,0,234,229,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51928,493648,0,0,0,0,123,156,0,1,99,0,0,0 2025-10-22
0,0,0,744088,51928,493648,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22
0,0,0,743836,51928,493648,0,0,0,0,143,179,1,1,98,0,0,0 2025-10-22
0,0,0,744088,51928,493648,0,0,0,0,141,167,1,1,99,0,0,0 2025-10-22
0,0,0,744340,51928,493648,0,0,0,0,122,149,0,1,99,0,0,0 2025-10-22
0,0,0,744844,51928,493648,0,0,0,0,126,154,1,1,99,0,0,0 2025-10-22
0,0,0,744340,51928,493648,0,0,0,0,134,157,0,1,99,0,0,0 2025-10-22
0,0,0,744844,51928,493648,0,0,0,0,136,165,0,1,99,0,0,0 2025-10-22
0,0,0,744592,51928,493648,0,0,0,0,137,160,1,1,99,0,0,0 2025-10-22
0,0,0,744844,51928,493648,0,0,0,0,132,155,0,1,99,0,0,0 2025-10-22
0,0,0,744844,51928,493648,0,0,0,0,136,158,0,1,99,0,0,0 2025-10-22
0,0,0,745096,51928,493648,0,0,0,0,140,157,1,1,99,0,0,0 2025-10-22
0,0,0,745348,51928,493648,0,0,0,0,150,158,0,1,99,0,0,0 2025-10-22
0,0,0,745600,51928,493648,0,0,0,0,131,150,0,1,99,0,0,0 2025-10-22
0,0,0,745600,51928,493648,0,0,0,0,236,223,0,1,99,0,0,0 2025-10-22
0,0,0,745600,51928,493648,0,0,0,0,135,155,1,1,99,0,0,0 2025-10-22
0,0,0,745852,51928,493648,0,0,0,0,117,152,1,0,99,0,0,0 2025-10-22
0,0,0,745852,51936,493648,0,0,0,6,133,160,0,1,99,0,0,0 2025-10-22
0,0,0,745852,51936,493648,0,0,0,0,132,152,0,1,99,0,0,0 2025-10-22
0,0,0,746104,51936,493648,0,0,0,2,130,156,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,746356,51936,493648,0,0,0,0,139,158,0,1,99,0,0,0 2025-10-22
0,0,0,746356,51936,493648,0,0,0,0,127,160,1,0,99,0,0,0 2025-10-22
0,0,0,746356,51936,493648,0,0,0,0,130,159,0,1,99,0,0,0 2025-10-22
0,0,0,746608,51936,493648,0,0,0,0,149,163,1,1,99,0,0,0 2025-10-22
0,0,0,746608,51936,493648,0,0,0,0,128,153,0,1,99,0,0,0 2025-10-22
0,0,0,746608,51936,493648,0,0,0,0,120,155,0,1,99,0,0,0 2025-10-22
0,0,0,746860,51936,493648,0,0,0,0,134,154,1,1,99,0,0,0 2025-10-22
0,0,0,747112,51936,493648,0,0,0,0,142,158,0,1,99,0,0,0 2025-10-22
0,0,0,747112,51936,493648,0,0,0,0,124,150,1,1,99,0,0,0 2025-10-22
0,0,0,747364,51936,493648,0,0,0,0,233,233,0,1,99,0,0,0 2025-10-22
0,0,0,747364,51936,493648,0,0,0,0,124,155,1,1,99,0,0,0 2025-10-22
0,0,0,747616,51936,493648,0,0,0,0,124,157,0,1,99,0,0,0 2025-10-22
0,0,0,747616,51936,493648,0,0,0,0,133,175,1,1,99,0,0,0 2025-10-22
0,0,0,747868,51936,493648,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22
0,0,0,747868,51936,493648,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22
0,0,0,748120,51936,493648,0,0,0,0,133,152,0,1,99,0,0,0 2025-10-22
0,0,0,748120,51936,493648,0,0,0,0,127,154,0,1,99,0,0,0 2025-10-22
0,0,0,748120,51936,493648,0,0,0,0,129,158,1,1,99,0,0,0 2025-10-22
0,0,0,748120,51936,493648,0,0,0,0,124,152,0,1,99,0,0,0 2025-10-22
0,0,0,748372,51936,493648,0,0,0,0,128,152,0,1,99,0,0,0 2025-10-22
0,0,0,749128,51936,493648,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,748876,51936,493648,0,0,0,0,128,161,1,0,99,0,0,0 2025-10-22
0,0,0,748876,51936,493648,0,0,0,0,145,157,0,1,99,0,0,0 2025-10-22
0,0,0,749380,51936,493648,0,0,0,0,128,155,0,1,99,0,0,0 2025-10-22
0,0,0,749632,51936,493648,0,0,0,0,234,225,0,2,99,0,0,0 2025-10-22
0,0,0,749128,51936,493648,0,0,0,0,131,160,1,0,99,0,0,0 2025-10-22
0,0,0,749128,51936,493648,0,0,0,0,130,152,0,1,99,0,0,0 2025-10-22
0,0,0,749380,51944,493648,0,0,0,6,125,164,0,1,99,0,0,0 2025-10-22
0,0,0,749380,51944,493648,0,0,0,0,129,154,0,1,99,0,0,0 2025-10-22
0,0,0,749632,51944,493648,0,0,0,0,136,159,0,1,99,0,0,0 2025-10-22
0,0,0,749632,51944,493648,0,0,0,2,130,156,0,1,99,0,0,0 2025-10-22
0,0,0,749884,51944,493648,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22
0,0,0,750136,51944,493652,0,0,0,0,148,163,1,1,99,0,0,0 2025-10-22
0,0,0,750136,51944,493652,0,0,0,0,135,153,0,1,99,0,0,0 2025-10-22
0,0,0,750388,51952,493652,0,0,0,8,133,159,1,1,99,0,0,0 2025-10-22
0,0,0,750388,51952,493652,0,0,0,0,141,154,0,1,99,0,0,0 2025-10-22
0,0,0,750388,51952,493652,0,0,0,0,126,155,1,1,99,0,0,0 2025-10-22
0,0,0,750640,51952,493652,0,0,0,2,147,159,0,1,99,0,0,0 2025-10-22
0,0,0,750640,51952,493652,0,0,0,0,123,155,1,1,99,0,0,0 2025-10-22
0,0,0,750640,51952,493652,0,0,0,0,122,151,0,1,99,0,0,0 2025-10-22
1,0,0,750892,51952,493652,0,0,0,0,220,217,1,1,99,0,0,0 2025-10-22
0,0,0,750892,51952,493652,0,0,0,0,131,156,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,751396,51952,493652,0,0,0,0,136,174,1,1,99,0,0,0 2025-10-22
0,0,0,751648,51952,493652,0,0,0,0,131,154,0,1,99,0,0,0 2025-10-22
0,0,0,751648,51952,493652,0,0,0,0,123,152,1,0,99,0,0,0 2025-10-22
0,0,0,751900,51952,493652,0,0,0,0,135,156,0,1,99,0,0,0 2025-10-22
0,0,0,751900,51952,493652,0,0,0,0,121,149,0,1,99,0,0,0 2025-10-22
0,0,0,752152,51952,493652,0,0,0,0,132,159,0,1,99,0,0,0 2025-10-22
0,0,0,752152,51952,493652,0,0,0,0,120,151,0,1,99,0,0,0 2025-10-22
0,0,0,752656,51952,493652,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22
0,0,0,752656,51952,493652,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22
0,0,0,752656,51952,493652,0,0,0,0,132,157,0,1,99,0,0,0 2025-10-22
0,0,0,751900,51976,493656,0,0,0,46,207,238,1,1,98,0,0,0 2025-10-22
0,0,0,752152,51976,493656,0,0,0,0,128,159,0,1,99,0,0,0 2025-10-22
0,0,0,751900,51984,493656,0,0,0,118,155,184,1,1,99,0,0,0 2025-10-22
0,0,0,751900,51984,493656,0,0,0,0,225,228,0,1,99,0,0,0 2025-10-22
0,0,0,751648,51984,493656,0,0,0,0,129,149,0,1,99,0,0,0 2025-10-22
0,0,0,753160,51992,493628,0,0,0,12,197,265,2,1,97,0,0,0 2025-10-22
0,0,0,751396,51992,493628,0,0,0,0,226,295,1,2,97,0,0,0 2025-10-22
0,0,0,751648,51992,493636,0,0,0,52,222,372,1,1,98,0,0,0 2025-10-22
0,0,0,750136,51992,493636,0,0,0,0,237,402,1,1,98,0,0,0 2025-10-22
0,0,0,749380,51992,493636,0,0,0,0,129,155,0,1,99,0,0,0 2025-10-22
0,0,0,749128,52000,493636,0,0,0,6,143,168,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
0,0,0,748876,52000,493636,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22
0,0,0,748372,52000,493636,0,0,0,2,134,164,1,1,99,0,0,0 2025-10-22
0,0,0,747868,52000,493636,0,0,0,0,132,163,1,1,99,0,0,0 2025-10-22
0,0,0,747364,52000,493636,0,0,0,0,120,151,0,1,99,0,0,0 2025-10-22
0,0,0,747112,52000,493636,0,0,0,0,137,160,0,1,99,0,0,0 2025-10-22
0,0,0,746608,52000,493636,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52000,493636,0,0,0,0,129,151,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52000,493636,0,0,0,0,229,224,0,1,99,0,0,0 2025-10-22
0,0,0,745600,52000,493636,0,0,0,0,131,158,0,1,99,0,0,0 2025-10-22
0,0,0,745096,52000,493636,0,0,0,0,143,182,1,1,99,0,0,0 2025-10-22
0,0,0,745096,52000,493636,0,0,0,0,160,185,0,1,99,0,0,0 2025-10-22
0,0,0,745096,52000,493636,0,0,0,2,128,152,0,1,99,0,0,0 2025-10-22
0,0,0,745348,52008,493628,0,0,0,84,146,174,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52008,493636,0,0,0,0,127,153,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52008,493636,0,0,0,0,134,155,0,1,99,0,0,0 2025-10-22
0,0,0,746608,52016,493636,0,0,0,16,130,154,0,1,99,0,0,0 2025-10-22
0,0,0,747112,52016,493636,0,0,0,0,121,155,0,1,99,0,0,0 2025-10-22
0,0,0,747364,52016,493636,0,0,0,0,116,151,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52016,493636,0,0,0,2,128,162,1,0,99,0,0,0 2025-10-22
0,0,0,748372,52016,493636,0,0,0,0,144,161,0,1,99,0,0,0 2025-10-22
0,0,0,748624,52016,493636,0,0,0,0,130,154,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,749128,52016,493636,0,0,0,0,124,160,0,0,99,0,0,0 2025-10-22
0,0,0,749632,52016,493640,0,0,0,0,222,229,1,1,99,0,0,0 2025-10-22
0,0,0,749884,52016,493640,0,0,0,0,126,152,0,1,99,0,0,0 2025-10-22
0,0,0,750892,52016,493640,0,0,0,0,129,158,1,1,99,0,0,0 2025-10-22
0,0,0,750640,52024,493640,0,0,0,6,126,154,0,1,99,0,0,0 2025-10-22
0,0,0,750640,52024,493640,0,0,0,0,124,154,0,1,99,0,0,0 2025-10-22
0,0,0,751144,52024,493640,0,0,0,2,127,154,0,1,99,0,0,0 2025-10-22
0,0,0,750892,52024,493640,0,0,0,0,134,162,1,1,99,0,0,0 2025-10-22
0,0,0,750892,52024,493640,0,0,0,0,134,160,0,1,99,0,0,0 2025-10-22
0,0,0,751144,52024,493640,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22
0,0,0,751144,52024,493640,0,0,0,0,121,149,0,1,99,0,0,0 2025-10-22
0,0,0,751396,52024,493648,0,0,0,0,162,242,1,1,99,0,0,0 2025-10-22
0,0,0,751144,52024,493648,0,0,0,0,238,473,1,1,98,0,0,0 2025-10-22
0,0,0,751396,52024,493648,0,0,0,0,136,158,0,1,99,0,0,0 2025-10-22
0,0,0,751396,52024,493648,0,0,0,0,125,153,0,1,99,0,0,0 2025-10-22
0,0,0,751648,52024,493648,0,0,0,0,131,159,0,1,99,0,0,0 2025-10-22
0,0,0,751648,52024,493648,0,0,0,0,223,222,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52024,493648,0,0,0,0,131,158,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52024,493648,0,0,0,0,131,172,1,0,99,0,0,0 2025-10-22
0,0,0,751900,52024,493648,0,0,0,0,139,159,0,1,99,0,0,0 2025-10-22
0,0,0,751396,52024,493648,0,0,0,0,125,158,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,750892,52024,493648,0,0,0,0,120,160,0,1,99,0,0,0 2025-10-22
0,0,0,750640,52024,493648,0,0,0,0,131,155,0,1,99,0,0,0 2025-10-22
0,0,0,750136,52024,493648,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22
0,0,0,749632,52024,493648,0,0,0,0,121,154,0,1,99,0,0,0 2025-10-22
0,0,0,749380,52024,493648,0,0,0,0,137,160,1,1,99,0,0,0 2025-10-22
0,0,0,749128,52024,493648,0,0,0,0,126,149,0,1,99,0,0,0 2025-10-22
0,0,0,748624,52024,493648,0,0,0,0,128,165,0,0,99,0,0,0 2025-10-22
0,0,0,748120,52024,493648,0,0,0,0,127,157,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52024,493648,0,0,0,0,126,156,0,1,99,0,0,0 2025-10-22
0,0,0,747364,52024,493648,0,0,0,0,128,161,0,1,99,0,0,0 2025-10-22
0,0,0,747112,52024,493648,0,0,0,0,230,224,0,1,99,0,0,0 2025-10-22
0,0,0,746608,52024,493648,0,0,0,0,126,154,0,1,99,0,0,0 2025-10-22
0,0,0,746104,52024,493648,0,0,0,0,129,157,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52032,493648,0,0,0,6,129,163,0,1,99,0,0,0 2025-10-22
0,0,0,745348,52032,493648,0,0,0,0,143,165,0,1,99,0,0,0 2025-10-22
0,0,0,745096,52032,493648,0,0,0,2,130,159,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52032,493648,0,0,0,0,132,161,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52032,493648,0,0,0,0,127,160,1,1,99,0,0,0 2025-10-22
0,0,0,743836,52032,493648,0,0,0,0,128,157,0,1,99,0,0,0 2025-10-22
0,0,0,743836,52032,493648,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22
0,0,0,743836,52032,493648,0,0,0,0,126,157,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,744088,52032,493648,0,0,0,0,123,153,0,1,99,0,0,0 2025-10-22
0,0,0,744088,52032,493648,0,0,0,0,130,162,1,1,99,0,0,0 2025-10-22
0,0,0,744340,52032,493648,0,0,0,0,122,155,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52032,493648,0,0,0,0,124,158,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52032,493648,0,0,0,0,225,225,1,1,99,0,0,0 2025-10-22
0,0,0,744592,52032,493648,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,134,183,1,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,131,154,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,126,156,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,132,153,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,122,156,0,1,99,0,0,0 2025-10-22
0,0,0,744844,52032,493648,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52032,493648,0,0,0,0,118,152,0,1,99,0,0,0 2025-10-22
0,0,0,746608,52032,493648,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22
0,0,0,746608,52032,493652,0,0,0,0,144,168,1,1,99,0,0,0 2025-10-22
0,0,0,747616,52032,493652,0,0,0,0,126,160,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52032,493652,0,0,0,0,116,152,0,1,99,0,0,0 2025-10-22
0,0,0,748372,52032,493652,0,0,0,0,232,226,1,1,99,0,0,0 2025-10-22
0,0,0,748624,52032,493652,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,749128,52032,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22
0,0,0,749884,52040,493644,0,0,0,6,128,155,0,1,99,0,0,0 2025-10-22
0,0,0,750136,52040,493652,0,0,0,0,126,160,0,1,99,0,0,0 2025-10-22
0,0,0,750640,52040,493652,0,0,0,0,118,149,0,1,99,0,0,0 2025-10-22
0,0,0,750892,52040,493652,0,0,0,2,143,162,0,1,99,0,0,0 2025-10-22
0,0,0,751648,52040,493652,0,0,0,0,123,160,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52040,493652,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22
0,0,0,751648,52040,493652,0,0,0,0,126,152,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52040,493652,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22
0,0,0,751648,52040,493652,0,0,0,0,125,150,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52040,493652,0,0,0,0,127,158,1,1,99,0,0,0 2025-10-22
0,0,0,752152,52040,493652,0,0,0,0,121,152,0,1,99,0,0,0 2025-10-22
0,0,0,752152,52040,493652,0,0,0,0,129,160,1,0,99,0,0,0 2025-10-22
0,0,0,752404,52040,493652,0,0,0,0,126,164,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52040,493652,0,0,0,0,226,223,0,1,99,0,0,0 2025-10-22
0,0,0,751900,52040,493652,0,0,0,0,126,179,1,1,99,0,0,0 2025-10-22
0,0,0,751900,52040,493652,0,0,0,0,138,169,0,1,99,0,0,0 2025-10-22
0,0,0,751144,52040,493652,0,0,0,0,127,151,0,1,99,0,0,0 2025-10-22
0,0,0,750892,52040,493652,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22
0,0,0,750640,52040,493652,0,0,0,0,129,159,1,0,99,0,0,0 2025-10-22
0,0,0,750136,52040,493652,0,0,0,0,123,155,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
1,0,0,749884,52040,493652,0,0,0,0,124,153,0,1,99,0,0,0 2025-10-22
0,0,0,749632,52040,493652,0,0,0,0,123,165,1,0,99,0,0,0 2025-10-22
0,0,0,749380,52040,493652,0,0,0,0,118,156,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52040,493652,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22
0,0,0,748876,52040,493652,0,0,0,0,136,164,0,1,99,0,0,0 2025-10-22
0,0,0,748624,52040,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22
0,0,0,748372,52040,493652,0,0,0,0,124,158,0,1,99,0,0,0 2025-10-22
0,0,0,747868,52040,493652,0,0,0,0,127,157,0,1,99,0,0,0 2025-10-22
0,0,0,747616,52040,493652,0,0,0,0,234,227,1,1,98,0,0,0 2025-10-22
0,0,0,747112,52040,493652,0,0,0,0,131,160,0,1,99,0,0,0 2025-10-22
0,0,0,746860,52048,493652,0,0,0,6,128,160,0,1,99,0,0,0 2025-10-22
0,0,0,746356,52048,493652,0,0,0,0,132,167,0,1,99,0,0,0 2025-10-22
0,0,0,746104,52048,493652,0,0,0,0,132,160,0,1,99,0,0,0 2025-10-22
0,0,0,745852,52048,493652,0,0,0,2,136,155,0,1,99,0,0,0 2025-10-22
0,0,0,745600,52048,493652,0,0,0,0,132,159,1,1,99,0,0,0 2025-10-22
0,0,0,745348,52048,493652,0,0,0,0,129,169,0,1,99,0,0,0 2025-10-22
0,0,0,745096,52056,493652,0,0,0,8,123,153,0,1,99,0,0,0 2025-10-22
0,0,0,744592,52056,493652,0,0,0,0,119,158,0,1,99,0,0,0 2025-10-22
0,0,0,744340,52056,493652,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22
0,0,0,744088,52056,493652,0,0,0,2,154,173,0,1,99,0,0,0 2025-10-22
0,0,0,743836,52056,493652,0,0,0,0,122,154,0,1,99,0,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
