r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time,Principale1,Principale2,Principale3,Cluster
0,0,0,750136,51944,493652,0,0,0,0,135,153,0,1,99,0,0,0 2025-10-22,"-3,739000014","0,0627633209","-0,109099824",13
0,0,0,750388,51952,493652,0,0,0,8,133,159,1,1,99,0,0,0 2025-10-22,"-3,718340992","0,0477421616","0,2467811004",13
0,0,0,750388,51952,493652,0,0,0,0,141,154,0,1,99,0,0,0 2025-10-22,"-3,741246256","0,0883581803","-0,117284527",13
0,0,0,750388,51952,493652,0,0,0,0,126,155,1,1,99,0,0,0 2025-10-22,"-3,725646943","0,0902241116","-0,117825971",13
0,0,0,750640,51952,493652,0,0,0,2,147,159,0,1,99,0,0,0 2025-10-22,"-3,741073408","0,0839854098","-0,035815661",13
0,0,0,750640,51952,493652,0,0,0,0,123,155,1,1,99,0,0,0 2025-10-22,"-3,728033685","0,0963623257","-0,127460111",13
0,0,0,750640,51952,493652,0,0,0,0,122,151,0,1,99,0,0,0 2025-10-22,"-3,745107033","0,0942779601","-0,126822558",13
1,0,0,750892,51952,493652,0,0,0,0,220,217,1,1,99,0,0,0 2025-10-22,"-3,621682647","0,118659341","-0,119123339",13
0,0,0,750892,51952,493652,0,0,0,0,131,156,0,1,99,0,0,0 2025-10-22,"-3,746320368","0,1005909607","-0,136534208",13
1,0,0,751396,51952,493652,0,0,0,0,136,174,1,1,99,0,0,0 2025-10-22,"-3,634342455","0,1297578072","-0,137867086",13
0,0,0,751648,51952,493652,0,0,0,0,131,154,0,1,99,0,0,0 2025-10-22,"-3,752742472","0,1191137752","-0,165483414",13
0,0,0,751648,51952,493652,0,0,0,0,123,152,1,0,99,0,0,0 2025-10-22,"-3,754089284","0,1190214886","-0,165406644",13
0,0,0,751900,51952,493652,0,0,0,0,135,156,0,1,99,0,0,0 2025-10-22,"-3,754467354","0,1253502945","-0,175160959",13
0,0,0,751900,51952,493652,0,0,0,0,121,149,0,1,99,0,0,0 2025-10-22,"-3,755865126","0,125141727","-0,175068229",13
0,0,0,752152,51952,493652,0,0,0,0,132,159,0,1,99,0,0,0 2025-10-22,"-3,756780045","0,1315004658","-0,18480102",13
0,0,0,752152,51952,493652,0,0,0,0,120,151,0,1,99,0,0,0 2025-10-22,"-3,758027503","0,1313137222","-0,18471759",13
0,0,0,752656,51952,493652,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22,"-3,761439135","0,1437916943","-0,20407437",13
0,0,0,752656,51952,493652,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,761540082","0,1437778418","-0,204069017",13
0,0,0,752656,51952,493652,0,0,0,0,132,157,0,1,99,0,0,0 2025-10-22,"-3,761077903","0,1438463517","-0,204099175",13
0,0,0,751900,51976,493656,0,0,0,46,207,238,1,1,98,0,0,0 2025-10-22,"-3,688113314","-0,03318287","1,9331442596",3
0,0,0,752152,51976,493656,0,0,0,0,128,159,0,1,99,0,0,0 2025-10-22,"-3,762176711","0,2135698703","-0,171753891",13
0,0,0,751900,51984,493656,0,0,0,118,155,184,1,1,99,0,0,0 2025-10-22,"-3,643585293","-0,398943293","5,2172264877",3
0,0,0,751900,51984,493656,0,0,0,0,225,228,0,1,99,0,0,0 2025-10-22,"-3,750533557","0,22825624","-0,161283643",13
0,0,0,751648,51984,493656,0,0,0,0,129,149,0,1,99,0,0,0 2025-10-22,"-3,758759235","0,2205255768","-0,150935548",13
0,0,0,753160,51992,493628,0,0,0,12,197,265,2,1,97,0,0,0 2025-10-22,"-3,681935409","0,0515451441","0,2775733681",13
0,0,0,751396,51992,493628,0,0,0,0,226,295,1,2,97,0,0,0 2025-10-22,"-3,673082339","0,0726638714","-0,202101311",13
0,0,0,751648,51992,493636,0,0,0,52,222,372,1,1,98,0,0,0 2025-10-22,"-3,662608021","-0,152457656","2,1763506308",3
0,0,0,750136,51992,493636,0,0,0,0,237,402,1,1,98,0,0,0 2025-10-22,"-3,69067525","0,0876173882","-0,136140571",13
0,0,0,749380,51992,493636,0,0,0,0,129,155,0,1,99,0,0,0 2025-10-22,"-3,725006364","0,0637362718","-0,105176567",13
0,0,0,749128,52000,493636,0,0,0,6,143,168,0,1,99,0,0,0 2025-10-22,"-3,717061876","0,0451871711","0,1793628718",13
0,0,0,748876,52000,493636,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,721579862","0,0706971066","-0,084363023",13
0,0,0,748372,52000,493636,0,0,0,2,134,164,1,1,99,0,0,0 2025-10-22,"-3,697985614","0,0498739302","0,025423416",12
0,0,0,747868,52000,493636,0,0,0,0,132,163,1,1,99,0,0,0 2025-10-22,"-3,695585486","0,0481373342","-0,046424841",13
0,0,0,747364,52000,493636,0,0,0,0,120,151,0,1,99,0,0,0 2025-10-22,"-3,709570302","0,0335252725","-0,026407392",12
0,0,0,747112,52000,493636,0,0,0,0,137,160,0,1,99,0,0,0 2025-10-22,"-3,70573642","0,0276035973","-0,016869929",12
0,0,0,746608,52000,493636,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,702412287","0,0151127204","0,0024924889",12
0,0,0,746356,52000,493636,0,0,0,0,129,151,0,1,99,0,0,0 2025-10-22,"-3,70028583","0,0089337014","0,0121460808",12
0,0,0,745852,52000,493636,0,0,0,0,229,224,0,1,99,0,0,0 2025-10-22,"-3,685485524","-0,001838716","0,0307404324",12
0,0,0,745600,52000,493636,0,0,0,0,131,158,0,1,99,0,0,0 2025-10-22,"-3,69356531","-0,009543375","0,0410741455",12
0,0,0,745096,52000,493636,0,0,0,0,143,182,1,1,99,0,0,0 2025-10-22,"-3,670787306","-0,019591199","0,0596372185",12
0,0,0,745096,52000,493636,0,0,0,0,160,185,0,1,99,0,0,0 2025-10-22,"-3,686112885","-0,021415378","0,0601594944",12
0,0,0,745096,52000,493636,0,0,0,2,128,152,0,1,99,0,0,0 2025-10-22,"-3,688078738","-0,032606917","0,1515686048",13
0,0,0,745348,52008,493628,0,0,0,84,146,174,0,1,99,0,0,0 2025-10-22,"-3,615097427","-0,491525774","3,8639463405",3
0,0,0,745852,52008,493636,0,0,0,0,127,153,0,1,99,0,0,0 2025-10-22,"-3,696834645","0,015898522","0,0329576515",12
0,0,0,746356,52008,493636,0,0,0,0,134,155,0,1,99,0,0,0 2025-10-22,"-3,700421275","0,0283506845","0,0136121446",12
0,0,0,746608,52016,493636,0,0,0,16,130,154,0,1,99,0,0,0 2025-10-22,"-3,690402428","-0,031367929","0,7347966028",12
0,0,0,747112,52016,493636,0,0,0,0,121,155,0,1,99,0,0,0 2025-10-22,"-3,708603172","0,0660502237","-0,013765587",13
0,0,0,747364,52016,493636,0,0,0,0,116,151,0,1,99,0,0,0 2025-10-22,"-3,711263647","0,0721466853","-0,02338056",13
0,0,0,747868,52016,493636,0,0,0,2,128,162,1,0,99,0,0,0 2025-10-22,"-3,7131394","0,0740711101","0,048419321",12
0,0,0,748372,52016,493636,0,0,0,0,144,161,0,1,99,0,0,0 2025-10-22,"-3,71706382","0,0972555921","-0,062162331",13
0,0,0,748624,52016,493636,0,0,0,0,130,154,0,1,99,0,0,0 2025-10-22,"-3,720585837","0,1032239532","-0,071720651",13
1,0,0,749128,52016,493636,0,0,0,0,124,160,0,0,99,0,0,0 2025-10-22,"-3,644238298","0,1281089056","-0,071692068",13
0,0,0,749632,52016,493640,0,0,0,0,222,229,1,1,99,0,0,0 2025-10-22,"-3,70532616","0,1555848336","-0,103097325",13
0,0,0,749884,52016,493640,0,0,0,0,126,152,0,1,99,0,0,0 2025-10-22,"-3,734638074","0,1581604812","-0,111431256",13
0,0,0,750892,52016,493640,0,0,0,0,129,158,1,1,99,0,0,0 2025-10-22,"-3,725837342","0,1849863424","-0,150688234",13
0,0,0,750640,52024,493640,0,0,0,6,126,154,0,1,99,0,0,0 2025-10-22,"-3,736687075","0,1640945846","0,1346046033",13
0,0,0,750640,52024,493640,0,0,0,0,124,154,0,1,99,0,0,0 2025-10-22,"-3,741808115","0,1960099449","-0,13887494",13
0,0,0,751144,52024,493640,0,0,0,2,127,154,0,1,99,0,0,0 2025-10-22,"-3,744145428","0,19775546","-0,067030347",13
0,0,0,750892,52024,493640,0,0,0,0,134,162,1,1,99,0,0,0 2025-10-22,"-3,725972787","0,2044033254","-0,149222171",13
0,0,0,750892,52024,493640,0,0,0,0,134,160,0,1,99,0,0,0 2025-10-22,"-3,742909268","0,2023398361","-0,148594201",13
0,0,0,751144,52024,493640,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,745569743","0,2084362977","-0,158209173",13
0,0,0,751144,52024,493640,0,0,0,0,121,149,0,1,99,0,0,0 2025-10-22,"-3,746442522","0,2083051591","-0,158150264",13
0,0,0,751396,52024,493648,0,0,0,0,162,242,1,1,99,0,0,0 2025-10-22,"-3,731859892","0,2656603258","-0,151803673",13
0,0,0,751144,52024,493648,0,0,0,0,238,473,1,1,98,0,0,0 2025-10-22,"-3,709113817","0,2623014839","-0,143327495",13
0,0,0,751396,52024,493648,0,0,0,0,136,158,0,1,99,0,0,0 2025-10-22,"-3,753095422","0,2629344826","-0,150867318",13
0,0,0,751396,52024,493648,0,0,0,0,125,153,0,1,99,0,0,0 2025-10-22,"-3,754181329","0,262772601","-0,150795445",13
0,0,0,751648,52024,493648,0,0,0,0,131,159,0,1,99,0,0,0 2025-10-22,"-3,755632478","0,2690508728","-0,160492158",13
0,0,0,751648,52024,493648,0,0,0,0,223,222,0,1,99,0,0,0 2025-10-22,"-3,746027492","0,2704892167","-0,161135079",13
0,0,0,751900,52024,493648,0,0,0,0,131,158,0,1,99,0,0,0 2025-10-22,"-3,757781407","0,2752238158","-0,170141236",13
0,0,0,751900,52024,493648,0,0,0,0,131,172,1,0,99,0,0,0 2025-10-22,"-3,758033285","0,2752985391","-0,170141137",13
0,0,0,751900,52024,493648,0,0,0,0,139,159,0,1,99,0,0,0 2025-10-22,"-3,757056732","0,2753310401","-0,170188304",13
0,0,0,751396,52024,493648,0,0,0,0,125,158,0,1,99,0,0,0 2025-10-22,"-3,75405791","0,2627925295","-0,150805313",13
1,0,0,750892,52024,493648,0,0,0,0,120,160,0,1,99,0,0,0 2025-10-22,"-3,65174006","0,2650033239","-0,112822019",13
0,0,0,750640,52024,493648,0,0,0,0,131,155,0,1,99,0,0,0 2025-10-22,"-3,747234232","0,2443272155","-0,12188006",13
0,0,0,750136,52024,493648,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22,"-3,743335737","0,2319217389","-0,102555411",13
0,0,0,749632,52024,493648,0,0,0,0,121,154,0,1,99,0,0,0 2025-10-22,"-3,739636924","0,219486467","-0,083217514",13
0,0,0,749380,52024,493648,0,0,0,0,137,160,1,1,99,0,0,0 2025-10-22,"-3,719077479","0,2155954478","-0,074292517",13
0,0,0,749128,52024,493648,0,0,0,0,126,149,0,1,99,0,0,0 2025-10-22,"-3,735074358","0,2071772053","-0,063933729",13
0,0,0,748624,52024,493648,0,0,0,0,128,165,0,0,99,0,0,0 2025-10-22,"-3,747740493","0,1928763345","-0,044022726",13
0,0,0,748120,52024,493648,0,0,0,0,127,157,0,1,99,0,0,0 2025-10-22,"-3,726292407","0,1825142813","-0,02535095",13
0,0,0,747868,52024,493648,0,0,0,0,126,156,0,1,99,0,0,0 2025-10-22,"-3,724280344","0,1763204621","-0,015692288",13
0,0,0,747364,52024,493648,0,0,0,0,128,161,0,1,99,0,0,0 2025-10-22,"-3,719733436","0,164012343","0,0035886723",13
0,0,0,747112,52024,493648,0,0,0,0,230,224,0,1,99,0,0,0 2025-10-22,"-3,707129216","0,1594028066","0,0125404343",13
0,0,0,746608,52024,493648,0,0,0,0,126,154,0,1,99,0,0,0 2025-10-22,"-3,713708485","0,1454278475","0,0325669135",13
0,0,0,746104,52024,493648,0,0,0,0,129,157,0,1,99,0,0,0 2025-10-22,"-3,709123446","0,1331246619","0,0518461844",13
0,0,0,745852,52032,493648,0,0,0,6,129,163,0,1,99,0,0,0 2025-10-22,"-3,70257673","0,1143669937","0,3364783538",13
0,0,0,745348,52032,493648,0,0,0,0,143,165,0,1,99,0,0,0 2025-10-22,"-3,701999929","0,1341429453","0,0822067756",13
0,0,0,745096,52032,493648,0,0,0,2,130,159,0,1,99,0,0,0 2025-10-22,"-3,699512592","0,117127283","0,1831065524",13
0,0,0,744592,52032,493648,0,0,0,0,132,161,0,1,99,0,0,0 2025-10-22,"-3,696688417","0,1154542635","0,1112298279",13
0,0,0,744340,52032,493648,0,0,0,0,127,160,1,1,99,0,0,0 2025-10-22,"-3,678139236","0,111264343","0,1202870138",13
0,0,0,743836,52032,493648,0,0,0,0,128,157,0,1,99,0,0,0 2025-10-22,"-3,690764412","0,0968559154","0,1402134223",13
0,0,0,743836,52032,493648,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,690701597","0,0968648346","0,1402097589",13
0,0,0,743836,52032,493648,0,0,0,0,126,157,0,1,99,0,0,0 2025-10-22,"-3,69093941","0,0968301058","0,1402246959",13
1,0,0,744088,52032,493648,0,0,0,0,123,153,0,1,99,0,0,0 2025-10-22,"-3,594967401","0,1175735814","0,1492554036",13
0,0,0,744088,52032,493648,0,0,0,0,130,162,1,1,99,0,0,0 2025-10-22,"-3,675703127","0,1051341002","0,1299172073",13
0,0,0,744340,52032,493648,0,0,0,0,122,155,0,1,99,0,0,0 2025-10-22,"-3,695587264","0,1091243723","0,1209490884",13
0,0,0,744592,52032,493648,0,0,0,0,124,158,0,1,99,0,0,0 2025-10-22,"-3,69746246","0,1153390677","0,1112808432",13
0,0,0,744592,52032,493648,0,0,0,0,225,225,1,1,99,0,0,0 2025-10-22,"-3,670084135","0,1189650159","0,1099552743",13
0,0,0,744592,52032,493648,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22,"-3,696414683","0,115496016","0,1112106602",13
0,0,0,744844,52032,493648,0,0,0,0,134,183,1,1,99,0,0,0 2025-10-22,"-3,681207506","0,1238002054","0,1009000633",13
0,0,0,744844,52032,493648,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22,"-3,698651111","0,1216560541","0,1015672195",13
0,0,0,744844,52032,493648,0,0,0,0,131,154,0,1,99,0,0,0 2025-10-22,"-3,699072948","0,1215903873","0,1015982283",13
0,0,0,744844,52032,493648,0,0,0,0,126,156,0,1,99,0,0,0 2025-10-22,"-3,699461075","0,1215338346","0,1016224655",13
0,0,0,744844,52032,493648,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22,"-3,698651111","0,1216560541","0,1015672195",13
0,0,0,744844,52032,493648,0,0,0,0,132,153,0,1,99,0,0,0 2025-10-22,"-3,699010133","0,1215993064","0,1015945649",13
0,0,0,744844,52032,493648,0,0,0,0,122,156,0,1,99,0,0,0 2025-10-22,"-3,699811071","0,1214822153","0,1016450129",13
0,0,0,744844,52032,493648,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,699324208","0,1215547108","0,1016128816",13
0,0,0,745852,52032,493648,0,0,0,0,118,152,0,1,99,0,0,0 2025-10-22,"-3,708756783","0,1461223677","0,0630712503",13
0,0,0,746608,52032,493648,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,714243293","0,1647852398","0,0340594717",13
0,0,0,746608,52032,493652,0,0,0,0,144,168,1,1,99,0,0,0 2025-10-22,"-3,698604138","0,1912194439","0,0418340963",13
0,0,0,747616,52032,493652,0,0,0,0,126,160,0,1,99,0,0,0 2025-10-22,"-3,725760685","0,2136074679","0,0039711664",13
0,0,0,747868,52032,493652,0,0,0,0,116,152,0,1,99,0,0,0 2025-10-22,"-3,72895739","0,2196234626","-0,005607728",13
0,0,0,748372,52032,493652,0,0,0,0,232,226,1,1,99,0,0,0 2025-10-22,"-3,704342285","0,2358247404","-0,026333766",13
0,0,0,748624,52032,493652,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22,"-3,73374612","0,2383916637","-0,034667142",13
1,0,0,749128,52032,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22,"-3,63992304","0,2653080822","-0,035285512",13
0,0,0,749884,52040,493644,0,0,0,6,128,155,0,1,99,0,0,0 2025-10-22,"-3,734489653","0,2083781018","0,1750669491",13
0,0,0,750136,52040,493652,0,0,0,0,126,160,0,1,99,0,0,0 2025-10-22,"-3,747674813","0,2947132703","-0,091037201",13
0,0,0,750640,52040,493652,0,0,0,0,118,149,0,1,99,0,0,0 2025-10-22,"-3,752894817","0,3069200461","-0,1102725",13
0,0,0,750892,52040,493652,0,0,0,2,143,162,0,1,99,0,0,0 2025-10-22,"-3,750862018","0,302824353","-0,028926522",13
0,0,0,751648,52040,493652,0,0,0,0,123,160,0,1,99,0,0,0 2025-10-22,"-3,760682782","0,3317361276","-0,148926597",13
0,0,0,751900,52040,493652,0,0,0,0,133,164,0,1,99,0,0,0 2025-10-22,"-3,761833302","0,3380580473","-0,15864191",13
0,0,0,751648,52040,493652,0,0,0,0,126,152,0,1,99,0,0,0 2025-10-22,"-3,760617756","0,3317429564","-0,148927719",13
0,0,0,751900,52040,493652,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,762506399","0,3379567041","-0,158596248",13
0,0,0,751648,52040,493652,0,0,0,0,125,150,0,1,99,0,0,0 2025-10-22,"-3,760754622","0,3317220801","-0,148918135",13
0,0,0,751900,52040,493652,0,0,0,0,127,158,1,1,99,0,0,0 2025-10-22,"-3,745619286","0,3400122221","-0,159220271",13
0,0,0,752152,52040,493652,0,0,0,0,121,152,0,1,99,0,0,0 2025-10-22,"-3,765303741","0,3440322895","-0,168201637",13
0,0,0,752152,52040,493652,0,0,0,0,129,160,1,0,99,0,0,0 2025-10-22,"-3,765003731","0,3441863373","-0,168234792",13
0,0,0,752404,52040,493652,0,0,0,0,126,164,0,1,99,0,0,0 2025-10-22,"-3,766694285","0,3503215708","-0,177904554",13
0,0,0,751900,52040,493652,0,0,0,0,226,223,0,1,99,0,0,0 2025-10-22,"-3,752239553","0,3394933532","-0,159282574",13
0,0,0,751900,52040,493652,0,0,0,0,126,179,1,1,99,0,0,0 2025-10-22,"-3,745188424","0,3400830172","-0,159256078",13
0,0,0,751900,52040,493652,0,0,0,0,138,169,0,1,99,0,0,0 2025-10-22,"-3,761272388","0,3381425","-0,158679962",13
0,0,0,751144,52040,493652,0,0,0,0,127,151,0,1,99,0,0,0 2025-10-22,"-3,75630645","0,3193980182","-0,129629281",13
0,0,0,750892,52040,493652,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22,"-3,753536003","0,3133205375","-0,120024459",13
0,0,0,750640,52040,493652,0,0,0,0,129,159,1,0,99,0,0,0 2025-10-22,"-3,752282943","0,3071207798","-0,110326512",13
0,0,0,750136,52040,493652,0,0,0,0,123,155,0,1,99,0,0,0 2025-10-22,"-3,748060729","0,2946546273","-0,091010423",13
1,0,0,749884,52040,493652,0,0,0,0,124,153,0,1,99,0,0,0 2025-10-22,"-3,647440866","0,3031038363","-0,062704108",13
0,0,0,749632,52040,493652,0,0,0,0,123,165,1,0,99,0,0,0 2025-10-22,"-3,744162852","0,2823595505","-0,071700328",13
0,0,0,749380,52040,493652,0,0,0,0,118,156,0,1,99,0,0,0 2025-10-22,"-3,742100804","0,2760633029","-0,06203106",13
0,0,0,748876,52040,493652,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22,"-3,737663868","0,263736203","-0,042739948",13
0,0,0,748876,52040,493652,0,0,0,0,136,164,0,1,99,0,0,0 2025-10-22,"-3,736079861","0,2639736183","-0,042846209",13
0,0,0,748624,52040,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22,"-3,734803711","0,2576695367","-0,033138222",13
0,0,0,748372,52040,493652,0,0,0,0,124,158,0,1,99,0,0,0 2025-10-22,"-3,733029461","0,2514409888","-0,023464624",13
0,0,0,747868,52040,493652,0,0,0,0,127,157,0,1,99,0,0,0 2025-10-22,"-3,728543157","0,2391218603","-0,004177459",13
0,0,0,747616,52040,493652,0,0,0,0,234,227,1,1,98,0,0,0 2025-10-22,"-3,690171603","0,2375768867","0,0038176885",13
0,0,0,747112,52040,493652,0,0,0,0,131,160,0,1,99,0,0,0 2025-10-22,"-3,721746374","0,2206546509","0,0247472262",13
0,0,0,746860,52048,493652,0,0,0,6,128,160,0,1,99,0,0,0 2025-10-22,"-3,715610258","0,2018343539","0,3094081472",13
0,0,0,746356,52048,493652,0,0,0,0,132,167,0,1,99,0,0,0 2025-10-22,"-3,715785027","0,2215011858","0,0551830699",13
0,0,0,746104,52048,493652,0,0,0,0,132,160,0,1,99,0,0,0 2025-10-22,"-3,713833568","0,2152963572","0,0648479354",13
0,0,0,745852,52048,493652,0,0,0,2,136,155,0,1,99,0,0,0 2025-10-22,"-3,709834066","0,1985040627","0,1656499124",13
0,0,0,745600,52048,493652,0,0,0,0,132,159,1,1,99,0,0,0 2025-10-22,"-3,692722648","0,2049940322","0,0835279882",13
0,0,0,745348,52048,493652,0,0,0,0,129,169,0,1,99,0,0,0 2025-10-22,"-3,707501175","0,1967627283","0,0938002374",13
0,0,0,745096,52056,493652,0,0,0,8,123,153,0,1,99,0,0,0 2025-10-22,"-3,700373816","0,1671928888","0,4696732507",13
0,0,0,744592,52056,493652,0,0,0,0,119,158,0,1,99,0,0,0 2025-10-22,"-3,702946625","0,1973955673","0,1243336095",13
0,0,0,744340,52056,493652,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22,"-3,700770801","0,1912245198","0,1339832543",13
0,0,0,744088,52056,493652,0,0,0,2,154,173,0,1,99,0,0,0 2025-10-22,"-3,693616733","0,1749061081","0,2345724251",13
0,0,0,743836,52056,493652,0,0,0,0,122,154,0,1,99,0,0,0 2025-10-22,"-3,696410128","0,1788875531","0,1532777459",13
1,0,0,743836,52056,493652,0,0,0,0,124,157,0,1,99,0,0,0 2025-10-22,"-3,597703592","0,1935465242","0,1719175059",13
0,0,0,744088,52056,493652,0,0,0,0,128,158,0,1,99,0,0,0 2025-10-22,"-3,697910644","0,1851578535","0,1435849799",13
0,0,0,743836,52056,493652,0,0,0,0,231,227,1,1,99,0,0,0 2025-10-22,"-3,668183708","0,1826406541","0,1518952413",13
0,0,0,744592,52056,493652,0,0,0,0,138,181,1,1,99,0,0,0 2025-10-22,"-3,683829303","0,1997879484","0,123557096",13
0,0,0,744340,52056,493652,0,0,0,0,151,174,0,1,99,0,0,0 2025-10-22,"-3,697627472","0,1916953646","0,1337727054",13
0,0,0,744340,52056,493652,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22,"-3,70007302","0,1913298488","0,1339356187",13
0,0,0,744340,52056,493652,0,0,0,0,124,159,0,1,99,0,0,0 2025-10-22,"-3,700360201","0,1912871486","0,1339545027",13
0,0,0,744340,52056,493656,0,0,0,0,120,155,0,1,99,0,0,0 2025-10-22,"-3,703840579","0,2153310619","0,1425030999",13
0,0,0,744340,52056,493656,0,0,0,0,122,151,0,1,99,0,0,0 2025-10-22,"-3,703764317","0,2153409288","0,1424997203",13
0,0,0,744340,52056,493656,0,0,0,0,118,151,1,1,99,0,0,0 2025-10-22,"-3,687227199","0,2173448274","0,1418982449",13
0,0,0,744340,52056,493656,0,0,0,0,137,163,0,1,99,0,0,0 2025-10-22,"-3,702155626","0,2155823297","0,1423914855",13
0,0,0,744592,52056,493656,0,0,0,0,126,159,0,1,99,0,0,0 2025-10-22,"-3,705341095","0,2216013624","0,1328103339",13
0,0,0,745348,52056,493656,0,0,0,0,129,158,0,1,99,0,0,0 2025-10-22,"-3,711476018","0,240166877","0,1038422439",13
0,0,0,745600,52064,493656,0,0,0,8,150,174,0,1,99,0,0,0 2025-10-22,"-3,705444796","0,2234268679","0,4601978082",13
0,0,0,746356,52064,493656,0,0,0,0,142,164,0,1,99,0,0,0 2025-10-22,"-3,719359085","0,2844027847","0,066655062",13
0,0,0,746860,52064,493656,0,0,0,2,132,168,0,1,99,0,0,0 2025-10-22,"-3,722735149","0,2859964798","0,1385650402",13
0,0,0,747364,52064,493656,0,0,0,0,128,160,0,1,99,0,0,0 2025-10-22,"-3,729179787","0,3089138888","0,0281376679",13
0,0,0,747616,52072,493664,0,0,0,12,285,398,1,2,97,0,0,0 2025-10-22,"-3,657623267","0,3276679557","0,5807950667",13
0,0,0,747616,52072,493664,0,0,0,40,142,170,0,1,99,0,0,0 2025-10-22,"-3,703593561","0,1699296764","1,8601985351",3
0,0,0,747616,52072,493664,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22,"-3,738400233","0,3825956272","0,0370498751",13
0,0,0,747616,52080,493664,0,0,0,30,134,164,0,1,99,0,0,0 2025-10-22,"-3,713356734","0,2423743228","1,4059395841",12
1,0,0,747616,52080,493664,0,0,0,0,122,154,0,1,99,0,0,0 2025-10-22,"-3,640926285","0,4165066617","0,0572298289",13
0,0,0,747616,52080,493664,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22,"-3,738921593","0,4019539672","0,038542717",13
0,0,0,747868,52080,493664,0,0,0,24,141,163,1,1,99,0,0,0 2025-10-22,"-3,7029521","0,2826342874","1,1221362086",12
0,0,0,748372,52080,493664,0,0,0,0,126,157,0,0,100,0,0,0 2025-10-22,"-3,771086965","0,4175266045","0,0105335978",13
0,0,0,748624,52080,493664,0,0,0,0,133,168,0,1,99,0,0,0 2025-10-22,"-3,746572691","0,4267909249","-0,000120964",13
0,0,0,749128,52080,493664,0,0,0,0,125,159,0,1,99,0,0,0 2025-10-22,"-3,751743328","0,4390056722","-0,019360209",13
1,0,0,749128,52080,493664,0,0,0,0,125,155,0,1,99,0,0,0 2025-10-22,"-3,653384577","0,4536109337","-0,000695361",13
0,0,0,748876,52080,493664,0,0,0,0,131,167,0,1,99,0,0,0 2025-10-22,"-3,748896618","0,4329380582","-0,009758767",13
0,0,0,749632,52080,493664,0,0,0,0,125,151,0,1,99,0,0,0 2025-10-22,"-3,756189289","0,4513276438","-0,038646523",13
0,0,0,749128,52080,493664,0,0,0,0,125,160,1,1,99,0,0,0 2025-10-22,"-3,734831531","0,4410651758","-0,019986206",13
0,0,0,749380,52080,493664,0,0,0,0,125,155,0,1,99,0,0,0 2025-10-22,"-3,753966308","0,445166658","-0,029003366",13
0,0,0,749128,52080,493664,0,0,0,0,220,222,0,1,99,0,0,0 2025-10-22,"-3,741875845","0,4404827306","-0,02002004",13
0,0,0,749128,52080,493664,0,0,0,0,139,195,0,1,99,0,0,0 2025-10-22,"-3,749629724","0,4393298254","-0,019510171",13
0,0,0,749128,52080,493664,0,0,0,0,126,159,0,1,99,0,0,0 2025-10-22,"-3,751655829","0,439018577","-0,019365846",13
0,0,0,749128,52080,493664,0,0,0,0,131,163,0,1,99,0,0,0 2025-10-22,"-3,751119599","0,439099044","-0,019401924",13
0,0,0,749128,52080,493664,0,0,0,0,125,161,1,1,99,0,0,0 2025-10-22,"-3,734806847","0,4410691616","-0,019988179",13
0,0,0,749128,52080,493664,0,0,0,0,117,148,0,1,99,0,0,0 2025-10-22,"-3,752714842","0,4388585907","-0,019293406",13
0,0,0,749128,52080,493664,0,0,0,0,131,161,0,1,99,0,0,0 2025-10-22,"-3,751168966","0,4390910726","-0,019397977",13
0,0,0,749128,52080,493664,0,0,0,0,124,155,0,1,99,0,0,0 2025-10-22,"-3,751929562","0,4389768245","-0,019346678",13
0,0,0,749128,52080,493664,0,0,0,0,119,169,0,1,99,0,0,0 2025-10-22,"-3,752021483","0,4389681003","-0,019346123",13
0,0,0,749128,52080,493664,0,0,0,0,130,160,0,1,99,0,0,0 2025-10-22,"-3,751281149","0,439074182","-0,019390367",13
0,0,0,749128,52080,493664,0,0,0,0,119,154,0,1,99,0,0,0 2025-10-22,"-3,752391741","0,4389083147","-0,019316521",13
