r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time,Principale1,Principale2,Principale3,Cluster
4,0,0,742364,51772,493504,0,0,0,0,9513,32950,52,43,1,4,0,0 2025-10-22,"1,6226959642","-0,886954795","-0,293869733",5
7,0,0,740916,51772,493484,0,0,0,0,9403,32871,49,45,2,4,0,0 2025-10-22,"1,9098955823","-1,003885775","-0,223399285",5
4,3,0,740876,51772,493508,0,0,0,0,9394,32989,48,47,1,4,0,0 2025-10-22,"2,0916538378","-0,966003293","-0,925761882",6
4,2,0,741000,51772,493452,0,0,0,0,9578,33025,47,48,2,4,0,0 2025-10-22,"1,9868654821","-1,277198495","-0,817983564",6
8,0,0,741096,51772,493508,0,0,0,0,9518,33140,49,47,1,4,0,0 2025-10-22,"2,0485872763","-0,832637605","-0,163300208",5
7,1,0,742216,51772,493492,0,0,0,0,9456,33174,47,48,1,4,0,0 2025-10-22,"2,087442026","-0,940734307","-0,490671455",5
7,0,0,741868,51772,493508,0,0,0,2,9383,33118,47,47,1,4,0,0 2025-10-22,"1,899141233","-0,844923767","-0,118307038",5
3,0,0,742520,51772,493524,0,0,0,0,9258,32969,48,46,1,4,0,0 2025-10-22,"1,4708272411","-0,782522099","-0,273969631",5
1,5,0,741764,51772,493508,0,0,0,0,9352,33185,46,48,1,4,0,0 2025-10-22,"2,0846735296","-1,033423001","-1,480548554",6
7,0,0,742056,51772,493540,0,0,0,0,9355,33136,49,46,1,4,0,0 2025-10-22,"1,885938624","-0,634991872","-0,148999374",5
3,3,0,741816,51772,493508,0,0,0,0,9344,32840,48,48,1,4,0,0 2025-10-22,"1,9947043028","-0,956786091","-0,980494645",6
9,0,0,741468,51772,493492,0,0,0,0,9397,32851,48,48,2,4,0,0 2025-10-22,"2,1306420657","-0,908992878","-0,1914474",5
7,0,0,740604,51772,493508,0,0,0,0,9362,33404,47,48,1,4,0,0 2025-10-22,"1,9308541678","-0,862353894","-0,162159997",5
7,0,0,740804,51772,493480,0,0,0,0,9165,33079,51,44,1,4,0,0 2025-10-22,"1,9227404319","-1,029993811","-0,227583892",5
0,0,0,740812,51772,493492,0,0,0,0,7296,25868,38,36,23,3,0,0 2025-10-22,"0,1608265611","-1,16489383","-0,287525838",5
0,0,0,740812,51772,493492,0,0,0,0,145,170,1,1,99,0,0,0 2025-10-22,"-3,506514334","-1,543724832","-0,125747165",11
0,0,0,740812,51772,493492,0,0,0,0,152,170,0,1,99,0,0,0 2025-10-22,"-3,522788954","-1,545690016","-0,1251626",11
0,0,0,740812,51780,493492,0,0,0,6,130,159,0,1,99,0,0,0 2025-10-22,"-3,520711086","-1,558622419","0,1499760785",11
0,0,0,740812,51780,493492,0,0,0,0,245,233,0,1,99,0,0,0 2025-10-22,"-3,513768144","-1,524902251","-0,124309015",11
0,0,0,740812,51780,493492,0,0,0,0,129,161,1,1,99,0,0,0 2025-10-22,"-3,508808146","-1,524630665","-0,124137072",11
0,0,0,741568,51780,493492,0,0,0,0,129,162,0,1,99,0,0,0 2025-10-22,"-3,532043311","-1,508151411","-0,152468175",11
0,0,0,742324,51788,493492,0,0,0,6,148,168,1,1,99,0,0,0 2025-10-22,"-3,515443983","-1,499900655","0,0928286672",11
0,0,0,742324,51788,493492,0,0,0,0,130,158,0,1,99,0,0,0 2025-10-22,"-3,539098959","-1,470287147","-0,179916929",11
1,0,0,742828,51788,493492,0,0,0,0,125,158,0,1,99,0,0,0 2025-10-22,"-3,445327457","-1,44337661","-0,180533893",11
0,0,0,743332,51788,493492,0,0,0,0,124,160,0,1,99,0,0,0 2025-10-22,"-3,548071566","-1,44564889","-0,218491259",11
0,0,0,743836,51788,493492,0,0,0,0,127,159,0,1,99,0,0,0 2025-10-22,"-3,552082244","-1,433260304","-0,237808298",11
0,0,0,744340,51788,493492,0,0,0,0,137,161,0,1,99,0,0,0 2025-10-22,"-3,555406377","-1,420769427","-0,257170715",11
0,0,0,744844,51788,493492,0,0,0,0,142,156,1,1,99,0,0,0 2025-10-22,"-3,542453679","-1,406315456","-0,277115157",11
0,0,0,744844,51788,493492,0,0,0,0,151,172,1,1,99,0,0,0 2025-10-22,"-3,541271247","-1,406135541","-0,277197465",11
0,0,0,745096,51788,493492,0,0,0,0,137,167,0,1,99,0,0,0 2025-10-22,"-3,56163101","-1,402214727","-0,286135709",11
0,0,0,745348,51788,493492,0,0,0,8,131,152,0,1,99,0,0,0 2025-10-22,"-3,558055784","-1,438763239","0,0689310863",11
0,0,0,745348,51796,493492,0,0,0,6,145,164,0,1,99,0,0,0 2025-10-22,"-3,558854948","-1,408551171","-0,020832975",11
0,0,0,745348,51796,493492,0,0,0,4,142,164,0,1,99,0,0,0 2025-10-22,"-3,560766125","-1,397942828","-0,111979671",11
0,0,0,745600,51796,493492,0,0,0,0,244,222,1,1,98,0,0,0 2025-10-22,"-3,530674124","-1,365952184","-0,30556197",11
0,0,0,745600,51796,493492,0,0,0,0,132,158,1,1,99,0,0,0 2025-10-22,"-3,550323711","-1,368569231","-0,304513746",11
0,0,0,745852,51796,493492,0,0,0,0,130,164,0,1,99,0,0,0 2025-10-22,"-3,569361965","-1,364449716","-0,313541342",11
0,0,0,745852,51796,493492,0,0,0,0,132,153,1,1,99,0,0,0 2025-10-22,"-3,552571376","-1,362412231","-0,31415493",11
0,0,0,746104,51796,493492,0,0,0,0,115,152,0,1,99,0,0,0 2025-10-22,"-3,573094901","-1,358514188","-0,323084158",11
2,0,0,746104,51796,493492,0,0,0,0,132,172,1,1,99,0,0,0 2025-10-22,"-3,357311655","-1,326917165","-0,286529569",11
0,0,0,746356,51796,493492,0,0,0,0,153,171,0,1,99,0,0,0 2025-10-22,"-3,571425193","-1,351771148","-0,332986906",11
0,0,0,746356,51796,493492,0,0,0,0,138,161,1,1,99,0,0,0 2025-10-22,"-3,556097402","-1,349949059","-0,333506641",11
1,0,0,746356,51796,493492,0,0,0,0,125,159,0,1,99,0,0,0 2025-10-22,"-3,475713883","-1,337559107","-0,314148438",11
0,0,0,746356,51796,493492,0,0,0,0,129,157,0,1,99,0,0,0 2025-10-22,"-3,573870741","-1,352136663","-0,332823993",11
0,0,0,745852,51796,493492,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22,"-3,569783801","-1,364515383","-0,313510333",11
1,0,0,745600,51796,493492,0,0,0,0,146,164,0,1,99,0,0,0 2025-10-22,"-3,46738025","-1,355798963","-0,285323526",11
0,0,0,745600,51796,493492,0,0,0,0,130,157,0,1,99,0,0,0 2025-10-22,"-3,567410506","-1,370654544","-0,303876476",11
0,0,0,745600,51796,493492,0,0,0,0,131,158,1,0,99,0,0,0 2025-10-22,"-3,567895776","-1,37061873","-0,303856359",11
0,0,0,746104,51796,493492,0,0,0,0,133,154,0,1,99,0,0,0 2025-10-22,"-3,571470552","-1,35827393","-0,323189568",11
0,0,0,746356,51796,493492,0,0,0,0,237,232,1,1,98,0,0,0 2025-10-22,"-3,537412514","-1,347471875","-0,3344954",11
0,0,0,746608,51796,493492,0,0,0,0,132,162,0,1,99,0,0,0 2025-10-22,"-3,575609071","-1,345901092","-0,342501822",11
0,0,0,746608,51796,493492,0,0,0,0,133,156,1,1,99,0,0,0 2025-10-22,"-3,558782561","-1,343856583","-0,34311964",11
0,0,0,746860,51804,493492,0,0,0,6,137,167,0,1,99,0,0,0 2025-10-22,"-3,572898034","-1,352244364","-0,077197965",11
0,0,0,746860,51804,493492,0,0,0,0,130,153,1,1,99,0,0,0 2025-10-22,"-3,56191503","-1,31839381","-0,351245718",11
0,0,0,749916,51804,493488,0,0,0,0,166,206,1,1,98,0,0,0 2025-10-22,"-3,571915927","-1,266005333","-0,477400131",11
0,0,0,749916,51804,493488,0,0,0,0,147,163,0,0,99,0,0,0 2025-10-22,"-3,617281431","-1,271430643","-0,475641804",11
0,0,0,750168,51804,493488,0,0,0,0,137,161,1,1,99,0,0,0 2025-10-22,"-3,585958354","-1,261298622","-0,486508313",11
1,0,0,750672,51804,493488,0,0,0,0,136,164,0,1,99,0,0,0 2025-10-22,"-3,508649919","-1,236380026","-0,486529722",11
0,0,0,750168,51804,493488,0,0,0,0,128,150,0,1,99,0,0,0 2025-10-22,"-3,603904481","-1,263514126","-0,48581185",11
0,0,0,750420,51804,493488,0,0,0,0,147,162,1,1,99,0,0,0 2025-10-22,"-3,587182926","-1,254988659","-0,496217706",11
0,0,0,750168,51804,493488,0,0,0,0,136,156,0,1,99,0,0,0 2025-10-22,"-3,603056386","-1,263386973","-0,485868786",11
0,0,0,750672,51804,493488,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22,"-3,607991421","-1,251135407","-0,505125509",11
0,0,0,750168,51804,493488,0,0,0,0,141,157,0,1,99,0,0,0 2025-10-22,"-3,602594207","-1,263318464","-0,485898943",11
0,0,0,750420,51804,493488,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,605793124","-1,257300379","-0,495480379",11
0,0,0,750672,51804,493488,0,0,0,0,245,237,1,1,99,0,0,0 2025-10-22,"-3,578880986","-1,247248129","-0,50656918",11
0,0,0,750168,51804,493488,0,0,0,0,131,157,0,1,99,0,0,0 2025-10-22,"-3,603469197","-1,263447512","-0,485842575",11
1,0,0,750168,51804,493488,0,0,0,0,123,154,0,1,99,0,0,0 2025-10-22,"-3,505785753","-1,248941503","-0,467134606",11
0,0,0,750420,51804,493488,0,0,0,2,135,160,0,1,99,0,0,0 2025-10-22,"-3,603520714","-1,267854063","-0,404358488",11
0,0,0,750168,51804,493488,0,0,0,0,136,162,1,1,99,0,0,0 2025-10-22,"-3,58602117","-1,261307541","-0,48650465",11
0,0,0,750420,51804,493488,0,0,0,0,149,192,1,1,99,0,0,0 2025-10-22,"-3,586267413","-1,254843278","-0,496288185",11
0,0,0,749664,51812,493616,0,0,0,16,181,196,1,1,98,0,0,0 2025-10-22,"-3,65322096","-0,566301266","0,5355780759",12
0,0,0,749664,51812,493616,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22,"-3,696445109","-0,484827036","-0,192490044",12
0,0,0,749916,51820,493616,0,0,0,74,139,171,0,1,99,0,0,0 2025-10-22,"-3,637654242","-0,853166248","3,1723744353",3
0,0,0,750168,51820,493616,0,0,0,0,134,159,0,1,99,0,0,0 2025-10-22,"-3,701513377","-0,453160577","-0,210278163",12
1,0,0,750168,51820,493616,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22,"-3,603767119","-0,438645649","-0,191573857",12
0,0,0,750420,51828,493616,0,0,0,6,130,151,0,1,99,0,0,0 2025-10-22,"-3,699910721","-0,459671807","0,055102081",12
0,0,0,750168,51828,493616,0,0,0,0,132,162,0,1,99,0,0,0 2025-10-22,"-3,702285998","-0,433837913","-0,208770668",12
1,0,0,750420,51828,493616,0,0,0,0,140,162,0,1,99,0,0,0 2025-10-22,"-3,605252765","-0,412936542","-0,199809859",12
0,0,0,750168,51828,493616,0,0,0,0,131,158,1,0,99,0,0,0 2025-10-22,"-3,703069685","-0,433847837","-0,208729409",12
0,0,0,750420,51828,493616,0,0,0,0,137,160,1,1,98,0,0,0 2025-10-22,"-3,678865064","-0,424632293","-0,219360572",12
0,0,0,750168,51828,493616,0,0,0,0,234,227,0,1,99,0,0,0 2025-10-22,"-3,691756655","-0,432262549","-0,209473904",12
0,0,0,750168,51828,493616,0,0,0,0,141,161,0,1,99,0,0,0 2025-10-22,"-3,701523192","-0,433725755","-0,208819426",12
0,0,0,750420,51836,493616,0,0,0,6,141,167,0,1,99,0,0,0 2025-10-22,"-3,699224966","-0,440129566","0,0565106417",12
0,0,0,750168,51836,493616,0,0,0,0,133,160,0,1,99,0,0,0 2025-10-22,"-3,702919542","-0,414496464","-0,207270215",12
0,0,0,750420,51836,493616,0,0,0,0,128,156,0,1,99,0,0,0 2025-10-22,"-3,705580017","-0,408400002","-0,216885188",12
0,0,0,750420,51836,493616,0,0,0,12,135,154,1,1,99,0,0,0 2025-10-22,"-3,678237694","-0,470144461","0,3294369129",12
0,0,0,750168,51836,493616,0,0,0,0,131,161,0,1,99,0,0,0 2025-10-22,"-3,703069856","-0,414518288","-0,207260915",12
0,0,0,749916,51836,493616,0,0,0,0,138,158,1,1,99,0,0,0 2025-10-22,"-3,683520056","-0,418561322","-0,198267424",12
0,0,0,750168,51836,493616,0,0,0,0,136,163,0,1,99,0,0,0 2025-10-22,"-3,702582993","-0,414445792","-0,207293046",12
0,0,0,749916,51836,493616,0,0,0,0,136,159,1,1,99,0,0,0 2025-10-22,"-3,68367037","-0,418583146","-0,198258124",12
0,0,0,749916,51836,493616,0,0,0,0,126,155,0,1,99,0,0,0 2025-10-22,"-3,701531208","-0,420783655","-0,197569839",12
0,0,0,750168,51836,493616,0,0,0,0,124,165,1,1,99,0,0,0 2025-10-22,"-3,686696499","-0,412537161","-0,207853374",12
0,0,0,750168,51836,493616,0,0,0,0,122,158,1,1,99,0,0,0 2025-10-22,"-3,687044284","-0,41259087","-0,207828286",12
0,0,0,750168,51836,493616,0,0,0,0,121,156,0,1,99,0,0,0 2025-10-22,"-3,704068264","-0,414667264","-0,207194679",12
0,0,0,750168,51836,493616,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,703543271","-0,414589835","-0,2072285",12
0,0,0,750168,51836,493616,0,0,0,0,227,231,1,1,99,0,0,0 2025-10-22,"-3,676054974","-0,410944906","-0,20856422",12
0,0,0,750168,51836,493616,0,0,0,0,133,158,0,1,99,0,0,0 2025-10-22,"-3,702968909","-0,414504435","-0,207266268",12
0,0,0,750420,51836,493616,0,0,0,0,127,159,0,1,99,0,0,0 2025-10-22,"-3,705593464","-0,40840095","-0,216885472",12
0,0,0,750168,51836,493616,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22,"-3,703718269","-0,414615645","-0,207217227",12
0,0,0,750168,51836,493616,0,0,0,0,132,171,1,1,99,0,0,0 2025-10-22,"-3,685848405","-0,412410008","-0,20791031",12
0,0,0,750168,51836,493616,0,0,0,0,134,160,0,1,99,0,0,0 2025-10-22,"-3,702832043","-0,414483559","-0,207275852",12
0,0,0,750168,51836,493616,0,0,0,0,121,152,0,1,99,0,0,0 2025-10-22,"-3,704167","-0,414683207","-0,207186785",12
0,0,0,750420,51836,493616,0,0,0,0,134,157,0,1,99,0,0,0 2025-10-22,"-3,70503034","-0,408318587","-0,216920983",12
0,0,0,750168,51836,493616,0,0,0,0,124,156,1,1,99,0,0,0 2025-10-22,"-3,686918654","-0,412573032","-0,207835612",12
0,0,0,750420,51836,493616,0,0,0,0,123,156,0,1,99,0,0,0 2025-10-22,"-3,706017512","-0,408464526","-0,216857004",12
0,0,0,750168,51836,493616,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22,"-3,703718269","-0,414615645","-0,207217227",12
0,0,0,750168,51836,493616,0,0,0,0,133,165,0,1,99,0,0,0 2025-10-22,"-3,702796122","-0,414476535","-0,207280083",12
0,0,0,750420,51836,493616,0,0,0,0,121,151,0,1,99,0,0,0 2025-10-22,"-3,706315929","-0,408510264","-0,216835863",12
1,0,0,750168,51836,493616,0,0,0,0,131,152,0,1,99,0,0,0 2025-10-22,"-3,604834524","-0,399932955","-0,188586199",12
0,0,0,750168,51836,493620,0,0,0,0,146,167,0,1,99,0,0,0 2025-10-22,"-3,704640915","-0,390189325","-0,198839153",12
0,0,0,750420,51836,493620,0,0,0,0,233,234,0,1,99,0,0,0 2025-10-22,"-3,697498934","-0,382622634","-0,209112834",12
0,0,0,750168,51836,493620,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22,"-3,706536786","-0,390473426","-0,198712034",12
0,0,0,750420,51844,493620,0,0,0,6,130,163,1,0,99,0,0,0 2025-10-22,"-3,704586963","-0,396820547","0,0666285669",12
0,0,0,749916,51844,493620,0,0,0,0,123,160,0,1,99,0,0,0 2025-10-22,"-3,705373607","-0,377354449","-0,187542498",12
0,0,0,750420,51844,493620,0,0,0,0,131,169,0,1,99,0,0,0 2025-10-22,"-3,708699951","-0,364861482","-0,206907456",12
0,0,0,750420,51844,493620,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22,"-3,709269891","-0,364951063","-0,206864606",12
0,0,0,750168,51844,493620,0,0,0,0,120,152,0,1,99,0,0,0 2025-10-22,"-3,70795782","-0,37124812","-0,19716085",12
0,0,0,750168,51844,493620,0,0,0,0,123,159,0,1,99,0,0,0 2025-10-22,"-3,707522536","-0,371181506","-0,197191575",12
0,0,0,750420,51844,493620,0,0,0,0,128,167,0,1,99,0,0,0 2025-10-22,"-3,709011816","-0,364908168","-0,206886599",12
0,0,0,750420,51844,493620,0,0,0,0,127,160,0,1,99,0,0,0 2025-10-22,"-3,709272102","-0,364948972","-0,206867147",12
0,0,0,750168,51844,493620,0,0,0,0,127,156,0,1,99,0,0,0 2025-10-22,"-3,707246592","-0,371141844","-0,197208202",12
0,0,0,750420,51844,493620,0,0,0,0,121,150,1,1,99,0,0,0 2025-10-22,"-3,693156821","-0,36301074","-0,207437614",12
0,0,0,749916,51844,493620,0,0,0,0,132,165,1,1,99,0,0,0 2025-10-22,"-3,687575584","-0,375162859","-0,18822712",12
0,0,0,750168,51844,493620,0,0,0,0,132,157,0,1,99,0,0,0 2025-10-22,"-3,706784413","-0,371073334","-0,19723836",12
0,0,0,750420,51844,493620,0,0,0,0,137,166,0,1,99,0,0,0 2025-10-22,"-3,708249009","-0,36479601","-0,206935357",12
0,0,0,750672,51844,493620,0,0,0,0,219,226,0,1,99,0,0,0 2025-10-22,"-3,70171731","-0,357321743","-0,217167039",12
0,0,0,749916,51844,493620,0,0,0,0,125,157,0,1,99,0,0,0 2025-10-22,"-3,705272661","-0,377340596","-0,187547851",12
0,0,0,750168,51844,493620,0,0,0,0,118,153,0,1,99,0,0,0 2025-10-22,"-3,708108134","-0,371269944","-0,19715155",12
0,0,0,750168,51844,493620,0,0,0,2,129,157,1,0,99,0,0,0 2025-10-22,"-3,705995682","-0,381740182","-0,106030116",12
1,0,0,750420,51844,493620,0,0,0,0,132,181,1,1,99,0,0,0 2025-10-22,"-3,592971646","-0,348124026","-0,188903844",12
0,0,0,750420,51844,493620,0,0,0,0,115,155,0,1,99,0,0,0 2025-10-22,"-3,710445509","-0,365123759","-0,206789638",12
0,0,0,750168,51844,493620,0,0,0,0,122,153,0,1,99,0,0,0 2025-10-22,"-3,707758138","-0,371218325","-0,197174098",12
0,0,0,750420,51844,493620,0,0,0,0,121,163,0,1,99,0,0,0 2025-10-22,"-3,709723044","-0,365014444","-0,206839247",12
0,0,0,750420,51844,493620,0,0,0,0,110,147,0,1,99,0,0,0 2025-10-22,"-3,711080474","-0,365220169","-0,206745665",12
0,0,0,750168,51844,493620,0,0,0,0,117,157,0,1,99,0,0,0 2025-10-22,"-3,708096898","-0,371266906","-0,197153807",12
0,0,0,750672,51844,493620,0,0,0,0,114,146,0,1,99,0,0,0 2025-10-22,"-3,712879408","-0,358995606","-0,21641729",12
0,0,0,750420,51844,493620,0,0,0,0,135,167,0,1,99,0,0,0 2025-10-22,"-3,708399323","-0,364817834","-0,206926057",12
0,0,0,750168,51844,493620,0,0,0,0,114,154,0,1,99,0,0,0 2025-10-22,"-3,708433446","-0,371317578","-0,197130976",12
0,0,0,750168,51844,493620,0,0,0,0,128,164,0,1,99,0,0,0 2025-10-22,"-3,706961622","-0,371097053","-0,197229627",12
0,0,0,749916,51844,493620,0,0,0,0,134,157,1,1,99,0,0,0 2025-10-22,"-3,687598057","-0,375168935","-0,188222606",12
0,0,0,750168,51844,493620,0,0,0,0,227,228,0,1,99,0,0,0 2025-10-22,"-3,69671946","-0,36956439","-0,197913979",12
0,0,0,750420,51844,493620,0,0,0,0,125,155,1,1,99,0,0,0 2025-10-22,"-3,692683406","-0,362939193","-0,207470029",12
0,0,0,749916,51844,493620,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22,"-3,704287699","-0,377192567","-0,187614371",12
0,0,0,750420,51852,493620,0,0,0,6,126,157,0,1,99,0,0,0 2025-10-22,"-3,705159285","-0,377578488","0,0681373694",12
0,0,0,750672,51852,493620,0,0,0,0,137,156,0,1,99,0,0,0 2025-10-22,"-3,711291768","-0,339322422","-0,215064531",12
1,0,0,749664,51852,493620,0,0,0,0,126,161,0,1,99,0,0,0 2025-10-22,"-3,605176369","-0,349530957","-0,157751235",12
0,0,0,749916,51852,493620,0,0,0,0,122,157,1,1,99,0,0,0 2025-10-22,"-3,689319719","-0,355987277","-0,186652821",12
0,0,0,750420,51852,493620,0,0,0,0,135,161,0,1,99,0,0,0 2025-10-22,"-3,709219101","-0,345505232","-0,205412074",12
0,0,0,750420,51852,493620,0,0,0,0,127,162,1,1,99,0,0,0 2025-10-22,"-3,693007296","-0,343548967","-0,205992975",12
0,0,0,750420,51852,493620,0,0,0,0,140,158,1,1,99,0,0,0 2025-10-22,"-3,691968545","-0,343397147","-0,20605836",12
1,0,0,750672,51852,493620,0,0,0,0,130,159,0,1,99,0,0,0 2025-10-22,"-3,613372722","-0,324779595","-0,196374039",12
0,0,0,750420,51852,493620,0,0,0,0,131,160,1,1,99,0,0,0 2025-10-22,"-3,692706667","-0,343505319","-0,206011575",12
0,0,0,750168,51852,493620,0,0,0,0,127,158,0,1,99,0,0,0 2025-10-22,"-3,707868899","-0,351797356","-0,195710007",12
0,0,0,750168,51852,493620,0,0,0,0,123,154,0,1,99,0,0,0 2025-10-22,"-3,70831763","-0,351864918","-0,195679566",12
0,0,0,750168,51852,493620,0,0,0,0,123,154,1,1,99,0,0,0 2025-10-22,"-3,691430517","-0,349809401","-0,196303589",12
0,0,0,750168,51852,493620,0,0,0,0,215,216,0,2,99,0,0,0 2025-10-22,"-3,681252763","-0,348393966","-0,196972264",12
0,0,0,750420,51852,493620,0,0,0,0,124,160,1,1,99,0,0,0 2025-10-22,"-3,69331916","-0,343595653","-0,205972117",12
0,0,0,750168,51852,493620,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22,"-3,707880135","-0,351800394","-0,19570775",12
0,0,0,749664,51852,493620,0,0,0,2,129,156,0,1,99,0,0,0 2025-10-22,"-3,701846097","-0,374780432","-0,085251626",12
0,0,0,749916,51852,493620,0,0,0,0,136,174,0,1,99,0,0,0 2025-10-22,"-3,704562221","-0,35779437","-0,186141264",12
0,0,0,750420,51852,493620,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,709867514","-0,345602589","-0,205368385",12
0,0,0,750420,51852,493620,0,0,0,0,121,154,1,1,99,0,0,0 2025-10-22,"-3,69372976","-0,343658282","-0,205943366",12
0,0,0,749916,51852,493620,0,0,0,0,121,153,0,1,99,0,0,0 2025-10-22,"-3,706393067","-0,358071642","-0,186015268",12
0,0,0,749916,51852,493620,0,0,0,0,140,159,0,1,99,0,0,0 2025-10-22,"-3,704582483","-0,357802536","-0,186134209",12
0,0,0,750168,51852,493620,0,0,0,0,130,155,0,1,99,0,0,0 2025-10-22,"-3,707680454","-0,351770599","-0,195720997",12
0,0,0,750168,51852,493624,0,0,0,0,127,157,1,1,99,0,0,0 2025-10-22,"-3,694038116","-0,325634349","-0,187813901",12
0,0,0,750420,51852,493624,0,0,0,0,153,172,1,1,99,0,0,0 2025-10-22,"-3,693517131","-0,319062109","-0,197641112",12
0,0,0,750672,51852,493624,0,0,0,0,134,151,0,1,99,0,0,0 2025-10-22,"-3,714709331","-0,31526959","-0,206519597",12
0,0,0,749916,51852,493624,0,0,0,0,133,159,1,1,99,0,0,0 2025-10-22,"-3,691339509","-0,331725877","-0,178200618",12
0,0,0,750420,51852,493624,0,0,0,0,149,166,1,1,99,0,0,0 2025-10-22,"-3,69401523","-0,319137642","-0,197606724",12
0,0,0,749916,51852,493624,0,0,0,0,225,222,0,1,98,0,0,0 2025-10-22,"-3,690351698","-0,33142643","-0,178510109",12
1,0,0,750672,51852,493624,0,0,0,0,133,155,0,1,99,0,0,0 2025-10-22,"-3,616240608","-0,300645347","-0,1878649",12
0,0,0,750420,51852,493624,0,0,0,0,129,158,0,1,99,0,0,0 2025-10-22,"-3,712849793","-0,321483143","-0,196854176",12
1,0,0,750420,51860,493624,0,0,0,6,128,158,0,1,99,0,0,0 2025-10-22,"-3,610205438","-0,319479497","0,0968013743",12
0,0,0,749916,51860,493624,0,0,0,0,125,158,1,1,99,0,0,0 2025-10-22,"-3,69273586","-0,312496585","-0,176651407",12
0,0,0,750420,51860,493624,0,0,0,0,106,153,1,1,99,0,0,0 2025-10-22,"-3,698770249","-0,300407848","-0,195836542",12
0,0,0,749916,51860,493624,0,0,0,0,135,158,0,1,99,0,0,0 2025-10-22,"-3,708747983","-0,314423055","-0,176083753",12
0,0,0,750168,51860,493624,0,0,0,0,126,154,1,1,99,0,0,0 2025-10-22,"-3,694871341","-0,306322694","-0,186300201",12
0,0,0,750168,51860,493624,0,0,0,0,128,159,0,1,99,0,0,0 2025-10-22,"-3,711460038","-0,308332474","-0,18569732",12
0,0,0,750168,51860,493624,0,0,0,0,134,166,1,1,99,0,0,0 2025-10-22,"-3,693875144","-0,306171627","-0,186368978",12
0,0,0,750168,51860,493624,0,0,0,0,124,159,0,1,99,0,0,0 2025-10-22,"-3,711810033","-0,308384094","-0,185674772",12
0,0,0,749916,51868,493624,0,0,0,8,130,161,0,1,99,0,0,0 2025-10-22,"-3,703188378","-0,337727332","0,1900950758",12
0,0,0,750168,51868,493624,0,0,0,0,123,155,0,1,99,0,0,0 2025-10-22,"-3,712667942","-0,289076425","-0,184159099",12
0,0,0,750420,51868,493624,0,0,0,0,125,156,0,1,99,0,0,0 2025-10-22,"-3,714592506","-0,282869701","-0,193823398",12
1,0,0,749916,51868,493624,0,0,0,0,138,162,0,1,99,0,0,0 2025-10-22,"-3,610600939","-0,280410677","-0,155949461",12
0,0,0,750168,51868,493624,0,0,0,0,216,218,0,1,98,0,0,0 2025-10-22,"-3,694705519","-0,286708556","-0,18509825",12
0,0,0,750168,51868,493624,0,0,0,0,135,162,0,1,99,0,0,0 2025-10-22,"-3,711445168","-0,288893667","-0,184240556",12
0,0,0,749916,51868,493624,0,0,0,0,120,147,0,1,99,0,0,0 2025-10-22,"-3,711003665","-0,295323954","-0,17447535",12
0,0,0,750168,51868,493624,0,0,0,2,137,155,1,1,99,0,0,0 2025-10-22,"-3,692907163","-0,297487296","-0,093698432",12
0,0,0,749916,51868,493624,0,0,0,0,125,168,1,1,99,0,0,0 2025-10-22,"-3,693160696","-0,293120212","-0,175169",12
0,0,0,749916,51868,493624,0,0,0,0,147,174,0,1,99,0,0,0 2025-10-22,"-3,707974729","-0,294867909","-0,174680829",12
0,0,0,749916,51868,493624,0,0,0,0,128,157,0,1,99,0,0,0 2025-10-22,"-3,710056835","-0,295180858","-0,17454018",12
1,0,0,750168,51868,493624,0,0,0,0,120,159,0,1,99,0,0,0 2025-10-22,"-3,614374217","-0,274477992","-0,165493129",12
0,0,0,749916,51876,493624,0,0,0,80,144,166,0,1,99,0,0,0 2025-10-22,"-3,64315914","-0,701484259","3,4733982422",3
0,0,0,750168,51876,493624,0,0,0,0,120,157,1,1,99,0,0,0 2025-10-22,"-3,696665633","-0,267715134","-0,183268017",12
0,0,0,749664,51876,493624,0,0,0,0,123,145,0,1,99,0,0,0 2025-10-22,"-3,709337965","-0,282133623","-0,16333512",12
0,0,0,749664,51876,493624,0,0,0,0,131,157,0,1,99,0,0,0 2025-10-22,"-3,708341767","-0,281982556","-0,163403897",12
1,0,0,750168,51876,493624,0,0,0,0,122,159,1,1,99,0,0,0 2025-10-22,"-3,597983781","-0,253060149","-0,164626283",12
0,0,0,749916,51876,493624,0,0,0,0,127,151,0,1,99,0,0,0 2025-10-22,"-3,710964111","-0,275881161","-0,17302056",12
